"lotno","partname","mainlot","inspection_no","first_input_qty","input_date","input_process_code","last_output_qty","completed_date","product_group","product","last_nc_no","nc_rank","nc_issue_date","nc_state","nc_defect_rate","nc_defect_name","total_nc","created_at","updated_at","semi_fg_lotno"
LOTMT2154,"4DSACE803337","","",9576,2025-10-25 00:00:00.000,"1",6000,2025-11-17 13:52:00.000,,,NCR20251105-00250,B,2025-11-05,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2161,"4DSACE803336","","",9576,2025-10-25 00:00:00.000,"1",6000,2025-11-10 13:08:00.000,,,NCR20251106-00423,B,2025-11-06,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2178,"4DSACE803477","","",9576,2025-10-24 00:00:00.000,"1",3000,2025-11-11 17:06:00.000,,,NCR20251104-00247,B,2025-11-04,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2291,"6DSACE803227","","",7980,2025-10-27 00:00:00.000,"1",5000,2025-11-17 13:00:00.000,,,NCR20251107-00140,B,2025-11-07,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2305,"4DSACE803227","","",9576,2025-10-26 00:00:00.000,"1",6000,2025-11-06 12:57:00.000,,,NCR20251105-00271,B,2025-11-05,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2312,"4DSACE803477","","",9576,2025-10-26 00:00:00.000,"1",6000,2025-11-12 18:42:00.000,,,NCR20251104-00253,B,2025-11-04,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2317,"4DSACE803477","","",9576,2025-10-27 00:00:00.000,"1",6000,2025-12-03 10:48:00.000,,,NCR20251110-00223,B,2025-11-10,undefined,"100",LC Short chip,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2319,"4DSACE803477","","",9576,2025-10-24 00:00:00.000,"1",3000,2025-12-09 17:46:00.000,,,NCR20251107-00139,B,2025-11-07,undefined,"100",LC Short chip,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2329,"4DSACE803336","","",9576,2025-10-29 00:00:00.000,"1",6000,2025-11-21 15:35:00.000,,,NCR20251104-00340,B,2025-11-04,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2344,"6DSACE803227","","",7980,2025-10-27 00:00:00.000,"1",7500,2025-11-08 09:45:00.000,,,NCR20251104-00141,B,2025-11-04,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2350,"4DSACE803227","","",9576,2025-10-29 00:00:00.000,"1",6000,2025-11-12 10:41:00.000,,,NCR20251110-00147,B,2025-11-10,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2352,"4DSACE803227","","",9576,2025-10-29 00:00:00.000,"1",6000,2025-11-17 15:58:00.000,,,NCR20251110-00329,B,2025-11-10,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2354,"3DSACE803476","","",11970,2025-10-28 00:00:00.000,"1",9000,2025-11-10 13:26:00.000,,,NCR20251106-00421,B,2025-11-06,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2364,"4DSACE803107","","",11970,2025-10-29 00:00:00.000,"1",9000,2025-11-14 13:54:00.000,,,NCR20251107-00204,B,2025-11-07,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2371,"4DSACE803477","","",9576,2025-10-29 00:00:00.000,"1",6000,2025-11-17 12:44:00.000,,,NCR20251106-00339,B,2025-11-06,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2372,"4DSACE803477","","",9576,2025-10-28 00:00:00.000,"1",6000,2025-11-28 17:39:00.000,,,NCR20251125-00240,B,2025-11-25,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2384,"4DSACE803227","","",9576,2025-10-29 00:00:00.000,"1",6000,2025-11-10 13:37:00.000,,,NCR20251106-00295,B,2025-11-06,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2433,"4DSACE803337","","",9576,2025-10-28 00:00:00.000,"1",6000,2025-11-17 17:04:00.000,,,NCR20251110-00219,B,2025-11-10,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2437,"4DSACE803337","","",9576,2025-10-28 00:00:00.000,"1",6000,2025-11-12 12:53:00.000,,,NCR20251107-00240,B,2025-11-07,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2512,"6DSACE803477","","",7980,2025-10-29 00:00:00.000,"1",5000,2025-11-13 17:52:00.000,,,NCR20251107-00142,B,2025-11-07,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2564,"4DSACE803337","","",9576,2025-10-30 00:00:00.000,"1",6000,2025-11-26 12:58:00.000,,,NCR20251111-00233,B,2025-11-11,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2624,"4DSACE803336","","",9576,2025-11-01 00:00:00.000,"1",3000,2025-11-17 14:42:00.000,,,NCR20251111-00225,B,2025-11-11,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2628,"6DSACE803477","","",7980,2025-10-31 00:00:00.000,"1",5000,2025-11-19 10:34:00.000,,,NCR20251107-00143,B,2025-11-07,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2641,"4DSACE803336","","",9576,2025-10-30 00:00:00.000,"1",6000,2025-11-29 03:17:00.000,,,NCR20251118-00185,B,2025-11-18,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2672,"4DSACE803477","","",9576,2025-10-30 00:00:00.000,"1",6000,2025-11-17 15:23:00.000,,,NCR20251111-00254,B,2025-11-11,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2689,"4DSACE803336","","",9576,2025-10-31 00:00:00.000,"1",6000,2025-11-12 18:39:00.000,,,NCR20251110-00331,B,2025-11-10,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2733,"4DSACE803337","","",9576,2025-10-31 00:00:00.000,"1",6000,2025-11-30 23:13:00.000,,,NCR20251117-00192,B,2025-11-17,undefined,"100",LC Short chip,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2770,"4DSACE803477","","",9576,2025-11-01 00:00:00.000,"1",6000,2025-12-02 17:04:00.000,,,NCR20251125-00290,B,2025-11-25,undefined,"100",LC Short chip,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2775,"4DSACE803477","","",9576,2025-11-01 00:00:00.000,"1",3000,2025-11-18 17:03:00.000,,,NCR20251114-00204,B,2025-11-14,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2778,"4DSACE803477","","",9576,2025-11-02 00:00:00.000,"1",3000,2025-11-17 13:08:00.000,,,NCR20251111-00424,B,2025-11-11,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2802,"6DSACE803477","","",7980,2025-10-28 00:00:00.000,"1",5000,2025-11-19 08:38:00.000,,,NCR20251104-00242,B,2025-11-04,undefined,"10.015898",Polymer skip cycle,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2885,"6DSACE803227","","",7980,2025-11-02 00:00:00.000,"1",5000,2025-11-25 23:10:00.000,,,NCR20251117-00116,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2915,"4DSACE803477","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-19 13:49:00.000,,,NCR20251114-00202,B,2025-11-14,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2917,"4DSACE803477","","",9576,2025-11-02 00:00:00.000,"1",6000,2025-11-27 16:59:00.000,,,NCR20251111-00231,B,2025-11-11,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0004,"4DSACE803337","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-18 16:58:00.000,,,NCR20251114-00315,B,2025-11-14,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0020,"4DSACE803336","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-18 17:07:00.000,,,NCR20251114-00205,B,2025-11-14,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0021,"4DSACE803477","","",9576,2025-11-02 00:00:00.000,"1",3000,2025-11-27 05:40:00.000,,,NCR20251114-00313,B,2025-11-14,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0025,"4DSACE803477","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-18 15:20:00.000,,,NCR20251113-00179,B,2025-11-13,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0628,"6DSACE803337","","",5985,2025-10-08 00:00:00.000,"1",5000,2025-11-05 11:20:00.000,,,NCR20251023-00282,B,2025-10-23,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0034,"4DSACE803477","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-17 12:38:00.000,,,NCR20251113-00191,B,2025-11-13,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0052,"4DSACE803336","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-21 15:11:00.000,,,NCR20251113-00171,B,2025-11-13,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0105,"4DSACE803477","","",9576,2025-11-04 00:00:00.000,"1",6000,2025-11-24 16:07:00.000,,,NCR20251117-00131,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0107,"4DSACE803107","","",11970,2025-11-04 00:00:00.000,"1",9000,2025-11-21 05:25:00.000,,,NCR20251113-00224,B,2025-11-13,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0119,"4DSACE803477","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-26 18:28:00.000,,,NCR20251117-00188,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0123,"4DSACE803477","","",9576,2025-11-04 00:00:00.000,"1",6000,2025-11-26 18:25:00.000,,,NCR20251117-00190,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0125,"4DSACE803477","","",9576,2025-11-03 00:00:00.000,"1",3000,2025-12-03 10:43:00.000,,,NCR20251126-00193,B,2025-11-26,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0127,"4DSACE803227","","",9576,2025-11-04 00:00:00.000,"1",6000,2025-12-05 12:44:00.000,,,NCR20251125-00218,B,2025-11-25,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0152,"4DSACE803337","","",9576,2025-11-04 00:00:00.000,"1",6000,2025-11-22 22:40:00.000,,,NCR20251117-00183,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0175,"4DSACE803477","","",9576,2025-11-04 00:00:00.000,"1",6000,2025-11-26 18:15:00.000,,,NCR20251117-00129,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0197,"4DSACE803477","","",9576,2025-11-04 00:00:00.000,"1",6000,2025-11-21 05:01:00.000,,,NCR20251117-00134,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0211,"4DSACE803336","","",9576,2025-11-06 00:00:00.000,"1",6000,2025-11-21 15:20:00.000,,,NCR20251117-00215,B,2025-11-17,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0214,"4DSACE803336","","",9576,2025-11-06 00:00:00.000,"1",6000,2025-12-05 02:31:00.000,,,NCR20251124-00142,B,2025-11-24,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0227,"4DSACE803337","","",9576,2025-11-06 00:00:00.000,"1",9000,2025-11-25 16:47:00.000,,,NCR20251117-00295,B,2025-11-17,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0238,"6DSACE803477","","",5985,2025-11-06 00:00:00.000,"1",5000,2025-11-18 05:05:00.000,,,NCR20251107-00341,B,2025-11-07,undefined,"20.031797",Polymer skip cycle,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0254,"4DSACE803336","","",9576,2025-11-07 00:00:00.000,"1",6000,2025-11-25 09:23:00.000,,,NCR20251120-00381,B,2025-11-20,undefined,"100",Total yield ratio lower spec (CDF),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0278,"4DSACE803477","","",9576,2025-11-06 00:00:00.000,"1",6000,2025-11-28 18:00:00.000,,,NCR20251118-00228,B,2025-11-18,undefined,"100",LC Short chip,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0062,"4DSACE803477","","",9576,2025-11-02 00:00:00.000,"1",6000,2025-12-10 17:28:00.000,,,NCR20251117-00184,B,2025-11-17,Stopped,"100",LC Short chip,2,2025-12-11 14:45:00.000,2025-12-11 14:45:00.000,""
LOTMT0287,"4DSACE803336","","",9576,2025-11-07 00:00:00.000,"1",6000,2025-11-26 02:28:00.000,,,NCR20251120-00240,B,2025-11-20,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0303,"4DSACE803337","","",9576,2025-11-06 00:00:00.000,"1",9000,2025-11-26 02:43:00.000,,,NCR20251120-00238,B,2025-11-20,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0318,"4DSACE803227","","",9576,2025-11-07 00:00:00.000,"1",6000,2025-11-24 13:03:00.000,,,NCR20251120-00379,B,2025-11-20,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0319,"4DSACE803227","","",9576,2025-11-07 00:00:00.000,"1",6000,2025-11-28 02:28:00.000,,,NCR20251121-00170,B,2025-11-21,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0347,"4DSACE803477","","",9576,2025-11-07 00:00:00.000,"1",6000,2025-11-24 14:23:00.000,,,NCR20251120-00237,B,2025-11-20,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0474,"4DSACE803337","","",9576,2025-11-08 00:00:00.000,"1",6000,2025-12-04 15:24:00.000,,,NCR20251124-00078,B,2025-11-24,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0476,"4DSACE803337","","",9576,2025-11-08 00:00:00.000,"1",6000,2025-12-01 18:43:00.000,,,NCR20251122-00155,B,2025-11-22,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0510,"4DSACE803107","","",11970,2025-11-08 00:00:00.000,"1",9000,2025-11-30 23:20:00.000,,,NCR20251119-00177,B,2025-11-19,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0513,"4DSACE803107","","",11970,2025-11-09 00:00:00.000,"1",9000,2025-12-04 02:37:00.000,,,NCR20251118-00224,B,2025-11-18,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0315,"4DSACE803477","","",9576,2025-09-04 00:00:00.000,"1",3000,2025-10-05 10:57:00.000,,,NCR20250918-00306,B,2025-09-18,Stopped,"100",Total yield ratio lower spec (ESR),3,2025-11-28 09:31:00.000,,""
LOTMT0914,"4DSACE803227","","",9576,2025-09-13 00:00:00.000,"1",6000,2025-10-09 18:13:00.000,,,NCR20251017-00149,A,2025-10-17,Lot Disposition,"100",Human error (mistake operation/skip process/etc ),2,2025-11-28 09:31:00.000,,""
LOTMT0580,"4DSACE803107","","",11970,2025-11-12 00:00:00.000,"1",9000,2025-11-27 02:42:00.000,,,NCR20251119-00227,B,2025-11-19,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0585,"4DSACE803477","","",9576,2025-11-10 00:00:00.000,"1",6000,2025-11-26 15:47:00.000,,,NCR20251120-00201,B,2025-11-20,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0654,"6DSACE803477","","",7980,2025-11-07 00:00:00.000,"1",2500,2025-12-02 11:37:00.000,,,NCR20251113-00366,B,2025-11-13,undefined,"100",Machine abnormal,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0655,"6DSACE803477","","",7980,2025-11-10 00:00:00.000,"1",2500,2025-12-01 10:38:00.000,,,NCR20251113-00366,B,2025-11-13,undefined,"100",Machine abnormal,3,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0768,"6DSACE803157","","",6840,2025-11-13 00:00:00.000,"1",2500,2025-12-02 12:29:00.000,,,NCR20251127-00246,B,2025-11-27,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0770,"6DSACE803157","","",6840,2025-11-13 00:00:00.000,"1",2500,2025-11-30 23:26:00.000,,,NCR20251126-00172,B,2025-11-26,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0641,"4DSACE803477","","",9576,2025-10-07 00:00:00.000,"1",6000,2025-11-05 10:43:00.000,,,NCR20251022-00206,B,2025-10-22,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0642,"4DSACE803477","","",9576,2025-10-07 00:00:00.000,"1",6000,2025-11-06 10:13:00.000,,,NCR20251030-00181,B,2025-10-30,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0836,"4DSACE803477","","",9576,2025-11-12 00:00:00.000,"1",6000,2025-11-28 17:45:00.000,,,NCR20251120-00204,B,2025-11-20,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0837,"4DSACE803477","","",9576,2025-11-13 00:00:00.000,"1",6000,2025-11-24 13:42:00.000,,,NCR20251120-00373,B,2025-11-20,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1086,"4DSACE803107","","",11970,2025-10-15 00:00:00.000,"1",9000,2025-11-01 00:49:00.000,,,NCR20251027-00136,B,2025-10-27,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0845,"4DSACE803477","","",9576,2025-11-12 00:00:00.000,"1",6000,2025-11-30 23:03:00.000,,,NCR20251121-00284,B,2025-11-21,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0860,"3DSACE803226","","",11970,2025-11-14 00:00:00.000,"1",6000,2025-12-08 18:09:00.000,,,NCR20251128-00145,B,2025-11-28,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0909,"4DSACE803337","","",9576,2025-11-12 00:00:00.000,"1",6000,2025-12-03 09:54:00.000,,,NCR20251126-00167,B,2025-11-26,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0939,"4DSACE803477","","",9576,2025-11-13 00:00:00.000,"1",6000,2025-12-04 16:59:00.000,,,NCR20251124-00248,B,2025-11-24,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0948,"4DSACE803477","","",9576,2025-11-13 00:00:00.000,"1",6000,2025-12-04 07:39:00.000,,,NCR20251124-00069,B,2025-11-24,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0998,"6DSACE803337","","",5985,2025-11-15 00:00:00.000,"1",2500,2025-11-28 17:42:00.000,,,NCR20251124-00247,B,2025-11-24,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1013,"4DSACE803107","","",11970,2025-11-13 00:00:00.000,"1",9000,2025-12-04 02:42:00.000,,,NCR20251124-00122,B,2025-11-24,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0661,"4DSACE803227","","",9576,2025-10-08 00:00:00.000,"1",6000,2025-11-05 08:02:00.000,,,NCR20251027-00158,B,2025-10-27,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1039,"4DSACE803227","","",9576,2025-11-15 00:00:00.000,"1",6000,2025-12-05 15:17:00.000,,,NCR20251201-00167,B,2025-12-01,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1164,"4DSACE803337","","",9576,2025-11-16 00:00:00.000,"1",6000,2025-12-02 12:27:00.000,,,NCR20251127-00245,B,2025-11-27,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1192,"4DSACE803107","","",11970,2025-11-16 00:00:00.000,"1",9000,2025-12-01 17:13:00.000,,,NCR20251125-00287,B,2025-11-25,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1202,"4DSACE803477","","",9576,2025-11-15 00:00:00.000,"1",6000,2025-12-05 18:34:00.000,,,NCR20251127-00233,B,2025-11-27,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1209,"4DSACE803477","","",9576,2025-11-16 00:00:00.000,"1",6000,2025-12-02 17:00:00.000,,,NCR20251125-00176,B,2025-11-25,undefined,"100",LC Short chip,2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1229,"4DSACE803336","","",9576,2025-11-16 00:00:00.000,"1",6000,2025-12-05 02:48:00.000,,,NCR20251128-00148,B,2025-11-28,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1277,"4DSACE803477","","",9576,2025-11-16 00:00:00.000,"1",6000,2025-11-28 18:22:00.000,,,NCR20251126-00159,B,2025-11-26,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1283,"4DSACE803477","","",9576,2025-11-16 00:00:00.000,"1",6000,2025-11-28 17:28:00.000,,,NCR20251126-00367,B,2025-11-26,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1364,"4DSACE803477","","",9576,2025-11-17 00:00:00.000,"1",6000,2025-12-08 18:00:00.000,,,NCR20251128-00155,B,2025-11-28,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1413,"4DSACE803227","","",9576,2025-11-19 00:00:00.000,"1",6000,2025-12-08 12:51:00.000,,,NCR20251201-00149,B,2025-12-01,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1508,"4DSACE803227","","",9576,2025-11-21 00:00:00.000,"1",3000,2025-12-09 17:32:00.000,,,NCR20251203-00261,B,2025-12-03,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1625,"3DSACE803156","","",15960,2025-11-20 00:00:00.000,"1",12000,2025-12-04 13:49:00.000,,,NCR20251126-00185,B,2025-11-26,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1726,"4DSACE803107","","",11970,2025-11-21 00:00:00.000,"1",9000,2025-12-08 05:57:00.000,,,NCR20251201-00169,B,2025-12-01,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2202,"4DSACE803477","","",9576,2025-09-23 00:00:00.000,"1",6000,2025-11-08 15:12:00.000,,,NCR20251029-00197,B,2025-10-29,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1064,"4DSACE803336","","",9576,2025-10-09 00:00:00.000,"1",6000,2025-11-12 12:55:00.000,,,NCR20251103-00114,B,2025-11-03,undefined,"100",Process abnormal ,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0668,"3DSACE803226","","",11970,2025-10-14 00:00:00.000,"1",6000,2025-11-12 17:24:00.000,,,NCR20251103-00115,B,2025-11-03,undefined,"100",Process abnormal ,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0997,"3DSACE803226","","",11970,2025-10-15 00:00:00.000,"1",3000,2025-11-06 09:45:00.000,,,NCR20251031-00440,B,2025-10-31,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1157,"4DSACE803336","","",9576,2025-10-15 00:00:00.000,"1",6000,2025-11-02 14:40:00.000,,,NCR20251023-00148,B,2025-10-23,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0862,"6DSACE803227","","",7980,2025-10-09 00:00:00.000,"1",5000,2025-11-01 21:35:00.000,,,NCR20251023-00142,B,2025-10-23,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
